Epoch 1 - T_A:   0.0%, V_A:   0.0%, Validation Loss: 3.666, train_loss : 3.645
Epoch 869 - T_A:  75.0%, V_A:  56.2%, Validation Loss: 1.637, train_loss : 1.360
Epoch 870 - T_A:  65.6%, V_A:  53.1%, Validation Loss: 2.149, train_loss : 1.343
Epoch 871 - T_A:  59.4%, V_A:  71.9%, Validation Loss: 1.536, train_loss : 1.463
Epoch 872 - T_A:  59.4%, V_A:  46.9%, Validation Loss: 1.904, train_loss : 1.277
Epoch 873 - T_A:  62.5%, V_A:  59.4%, Validation Loss: 1.599, train_loss : 1.015
Epoch 874 - T_A:  65.6%, V_A:  56.2%, Validation Loss: 1.668, train_loss : 1.160
Epoch 875 - T_A:  59.4%, V_A:  56.2%, Validation Loss: 1.534, train_loss : 1.341
Epoch 876 - T_A:  59.4%, V_A:  53.1%, Validation Loss: 1.470, train_loss : 1.305
Epoch 877 - T_A:  53.1%, V_A:  53.1%, Validation Loss: 2.008, train_loss : 1.253
Epoch 878 - T_A:  75.0%, V_A:  59.4%, Validation Loss: 1.671, train_loss : 0.844
Epoch 879 - T_A:  81.2%, V_A:  53.1%, Validation Loss: 1.757, train_loss : 0.929
Epoch 880 - T_A:  84.4%, V_A:  56.2%, Validation Loss: 1.093, train_loss : 0.836
Epoch 881 - T_A:  65.6%, V_A:  50.0%, Validation Loss: 1.891, train_loss : 0.965
Epoch 882 - T_A:  78.1%, V_A:  46.9%, Validation Loss: 2.159, train_loss : 0.993
Epoch 883 - T_A:  62.5%, V_A:  50.0%, Validation Loss: 1.792, train_loss : 1.442
Epoch 884 - T_A:  62.5%, V_A:  53.1%, Validation Loss: 1.756, train_loss : 1.456
Epoch 885 - T_A:  84.4%, V_A:  62.5%, Validation Loss: 1.342, train_loss : 0.754
Epoch 886 - T_A:  62.5%, V_A:  62.5%, Validation Loss: 1.159, train_loss : 0.769
Epoch 887 - T_A:  68.8%, V_A:  62.5%, Validation Loss: 1.391, train_loss : 1.081
Epoch 888 - T_A:  65.6%, V_A:  43.8%, Validation Loss: 2.308, train_loss : 1.103
Epoch 889 - T_A:  56.2%, V_A:  56.2%, Validation Loss: 1.752, train_loss : 1.039
Epoch 890 - T_A:  75.0%, V_A:  40.6%, Validation Loss: 1.892, train_loss : 0.930
Epoch 891 - T_A:  62.5%, V_A:  31.2%, Validation Loss: 2.259, train_loss : 0.742
Epoch 892 - T_A:  59.4%, V_A:  68.8%, Validation Loss: 1.454, train_loss : 1.198
Epoch 893 - T_A:  59.4%, V_A:  59.4%, Validation Loss: 1.457, train_loss : 1.068
Epoch 894 - T_A:  78.1%, V_A:  56.2%, Validation Loss: 1.566, train_loss : 0.683
Epoch 895 - T_A:  78.1%, V_A:  59.4%, Validation Loss: 1.017, train_loss : 1.034
Epoch 896 - T_A:  53.1%, V_A:  53.1%, Validation Loss: 1.866, train_loss : 1.263
Epoch 897 - T_A:  68.8%, V_A:  50.0%, Validation Loss: 1.467, train_loss : 1.108
Epoch 898 - T_A:  65.6%, V_A:  50.0%, Validation Loss: 1.583, train_loss : 1.207
Epoch 899 - T_A:  43.8%, V_A:  65.6%, Validation Loss: 1.581, train_loss : 1.276
Epoch 900 - T_A:  65.6%, V_A:  50.0%, Validation Loss: 1.727, train_loss : 0.908
Epoch 901 - T_A:  62.5%, V_A:  65.6%, Validation Loss: 1.324, train_loss : 1.636
Epoch 902 - T_A:  75.0%, V_A:  28.1%, Validation Loss: 2.338, train_loss : 0.935
Epoch 903 - T_A:  68.8%, V_A:  56.2%, Validation Loss: 1.361, train_loss : 1.219
Epoch 904 - T_A:  65.6%, V_A:  43.8%, Validation Loss: 1.801, train_loss : 1.287
Epoch 905 - T_A:  71.9%, V_A:  56.2%, Validation Loss: 1.470, train_loss : 0.940
Epoch 906 - T_A:  50.0%, V_A:  59.4%, Validation Loss: 1.669, train_loss : 1.247
Epoch 907 - T_A:  78.1%, V_A:  62.5%, Validation Loss: 2.008, train_loss : 0.812
Epoch 908 - T_A:  62.5%, V_A:  65.6%, Validation Loss: 1.675, train_loss : 1.202
Epoch 909 - T_A:  75.0%, V_A:  34.4%, Validation Loss: 2.314, train_loss : 0.896
Epoch 910 - T_A:  59.4%, V_A:  59.4%, Validation Loss: 1.549, train_loss : 1.460
Epoch 911 - T_A:  59.4%, V_A:  68.8%, Validation Loss: 1.500, train_loss : 0.908
Epoch 912 - T_A:  65.6%, V_A:  50.0%, Validation Loss: 1.374, train_loss : 1.341
Epoch 913 - T_A:  56.2%, V_A:  59.4%, Validation Loss: 1.673, train_loss : 1.049
Epoch 914 - T_A:  78.1%, V_A:  62.5%, Validation Loss: 1.691, train_loss : 0.767
Epoch 915 - T_A:  75.0%, V_A:  53.1%, Validation Loss: 1.860, train_loss : 1.107
Epoch 916 - T_A:  68.8%, V_A:  46.9%, Validation Loss: 1.435, train_loss : 1.297
Epoch 917 - T_A:  68.8%, V_A:  71.9%, Validation Loss: 1.499, train_loss : 1.058
Epoch 918 - T_A:  62.5%, V_A:  56.2%, Validation Loss: 2.160, train_loss : 1.304
Epoch 919 - T_A:  56.2%, V_A:  37.5%, Validation Loss: 1.949, train_loss : 1.163
Epoch 920 - T_A:  71.9%, V_A:  59.4%, Validation Loss: 1.731, train_loss : 0.799
Epoch 921 - T_A:  71.9%, V_A:  50.0%, Validation Loss: 1.590, train_loss : 0.755
Epoch 922 - T_A:  84.4%, V_A:  56.2%, Validation Loss: 1.276, train_loss : 0.666
Epoch 923 - T_A:  68.8%, V_A:  59.4%, Validation Loss: 1.712, train_loss : 0.883
Epoch 924 - T_A:  71.9%, V_A:  65.6%, Validation Loss: 1.129, train_loss : 0.823
Epoch 925 - T_A:  75.0%, V_A:  37.5%, Validation Loss: 2.202, train_loss : 0.810
Epoch 926 - T_A:  65.6%, V_A:  50.0%, Validation Loss: 1.459, train_loss : 0.979
Epoch 927 - T_A:  65.6%, V_A:  31.2%, Validation Loss: 1.803, train_loss : 1.023
Epoch 928 - T_A:  53.1%, V_A:  37.5%, Validation Loss: 2.056, train_loss : 1.298
Epoch 929 - T_A:  71.9%, V_A:  62.5%, Validation Loss: 1.098, train_loss : 1.148
Epoch 930 - T_A:  62.5%, V_A:  53.1%, Validation Loss: 1.522, train_loss : 0.870
Epoch 931 - T_A:  68.8%, V_A:  56.2%, Validation Loss: 1.481, train_loss : 1.073
Epoch 932 - T_A:  84.4%, V_A:  71.9%, Validation Loss: 1.138, train_loss : 0.949
Epoch 933 - T_A:  56.2%, V_A:  56.2%, Validation Loss: 1.558, train_loss : 1.214
Epoch 934 - T_A:  65.6%, V_A:  65.6%, Validation Loss: 1.578, train_loss : 0.939
Epoch 935 - T_A:  68.8%, V_A:  46.9%, Validation Loss: 1.796, train_loss : 0.951
Epoch 936 - T_A:  71.9%, V_A:  53.1%, Validation Loss: 1.407, train_loss : 0.955
Epoch 937 - T_A:  65.6%, V_A:  53.1%, Validation Loss: 1.989, train_loss : 0.545
Epoch 938 - T_A:  71.9%, V_A:  65.6%, Validation Loss: 1.261, train_loss : 1.155
Epoch 939 - T_A:  62.5%, V_A:  43.8%, Validation Loss: 2.343, train_loss : 1.440
Epoch 940 - T_A:  62.5%, V_A:  56.2%, Validation Loss: 0.994, train_loss : 1.110
Epoch 941 - T_A:  56.2%, V_A:  46.9%, Validation Loss: 1.851, train_loss : 1.203
Epoch 942 - T_A:  62.5%, V_A:  53.1%, Validation Loss: 1.290, train_loss : 1.288
Epoch 943 - T_A:  62.5%, V_A:  50.0%, Validation Loss: 2.059, train_loss : 1.322
Epoch 944 - T_A:  78.1%, V_A:  43.8%, Validation Loss: 1.668, train_loss : 1.028
Epoch 945 - T_A:  71.9%, V_A:  71.9%, Validation Loss: 1.365, train_loss : 0.946
Epoch 946 - T_A:  56.2%, V_A:  40.6%, Validation Loss: 2.240, train_loss : 1.086
Epoch 947 - T_A:  56.2%, V_A:  59.4%, Validation Loss: 1.289, train_loss : 1.523
Epoch 948 - T_A:  59.4%, V_A:  59.4%, Validation Loss: 1.677, train_loss : 1.237
Epoch 949 - T_A:  71.9%, V_A:  40.6%, Validation Loss: 1.780, train_loss : 0.783
Epoch 950 - T_A:  59.4%, V_A:  68.8%, Validation Loss: 1.091, train_loss : 1.140
Epoch 951 - T_A:  56.2%, V_A:  50.0%, Validation Loss: 1.888, train_loss : 1.216
Epoch 952 - T_A:  87.5%, V_A:  59.4%, Validation Loss: 1.489, train_loss : 0.703
Epoch 953 - T_A:  62.5%, V_A:  50.0%, Validation Loss: 1.624, train_loss : 1.182
Epoch 954 - T_A:  71.9%, V_A:  62.5%, Validation Loss: 1.323, train_loss : 0.882
Epoch 955 - T_A:  59.4%, V_A:  37.5%, Validation Loss: 1.932, train_loss : 1.086
Epoch 956 - T_A:  81.2%, V_A:  43.8%, Validation Loss: 1.691, train_loss : 0.690
Epoch 957 - T_A:  65.6%, V_A:  59.4%, Validation Loss: 2.133, train_loss : 1.206
Epoch 958 - T_A:  59.4%, V_A:  40.6%, Validation Loss: 1.600, train_loss : 1.553
Epoch 959 - T_A:  78.1%, V_A:  62.5%, Validation Loss: 1.343, train_loss : 0.961
Epoch 960 - T_A:  62.5%, V_A:  65.6%, Validation Loss: 1.454, train_loss : 0.842
Epoch 961 - T_A:  68.8%, V_A:  65.6%, Validation Loss: 1.264, train_loss : 0.819
Epoch 962 - T_A:  75.0%, V_A:  46.9%, Validation Loss: 2.420, train_loss : 1.112
Epoch 963 - T_A:  50.0%, V_A:  53.1%, Validation Loss: 1.578, train_loss : 0.979
Epoch 964 - T_A:  75.0%, V_A:  50.0%, Validation Loss: 1.981, train_loss : 0.847
Epoch 965 - T_A:  68.8%, V_A:  37.5%, Validation Loss: 1.459, train_loss : 1.248
Epoch 966 - T_A:  65.6%, V_A:  46.9%, Validation Loss: 1.469, train_loss : 1.077
Epoch 967 - T_A:  56.2%, V_A:  53.1%, Validation Loss: 1.808, train_loss : 1.212
Epoch 968 - T_A:  75.0%, V_A:  68.8%, Validation Loss: 1.309, train_loss : 1.052
Epoch 969 - T_A:  65.6%, V_A:  62.5%, Validation Loss: 0.962, train_loss : 1.121
Epoch 970 - T_A:  71.9%, V_A:  56.2%, Validation Loss: 2.014, train_loss : 0.837
Epoch 971 - T_A:  62.5%, V_A:  46.9%, Validation Loss: 1.522, train_loss : 1.147
Epoch 972 - T_A:  81.2%, V_A:  43.8%, Validation Loss: 1.587, train_loss : 0.753
Epoch 973 - T_A:  62.5%, V_A:  68.8%, Validation Loss: 1.146, train_loss : 1.248
Epoch 974 - T_A:  65.6%, V_A:  56.2%, Validation Loss: 1.775, train_loss : 1.174
Epoch 975 - T_A:  62.5%, V_A:  62.5%, Validation Loss: 1.061, train_loss : 1.038
Epoch 976 - T_A:  62.5%, V_A:  43.8%, Validation Loss: 2.294, train_loss : 1.154
Epoch 977 - T_A:  71.9%, V_A:  56.2%, Validation Loss: 1.504, train_loss : 0.661
Epoch 978 - T_A:  71.9%, V_A:  43.8%, Validation Loss: 1.664, train_loss : 1.026
Epoch 979 - T_A:  59.4%, V_A:  62.5%, Validation Loss: 1.300, train_loss : 0.910
Epoch 980 - T_A:  65.6%, V_A:  50.0%, Validation Loss: 1.797, train_loss : 1.038
Epoch 981 - T_A:  78.1%, V_A:  43.8%, Validation Loss: 1.698, train_loss : 0.769
Epoch 982 - T_A:  59.4%, V_A:  62.5%, Validation Loss: 1.625, train_loss : 0.957
Epoch 983 - T_A:  75.0%, V_A:  40.6%, Validation Loss: 2.135, train_loss : 1.191
Epoch 984 - T_A:  65.6%, V_A:  59.4%, Validation Loss: 1.505, train_loss : 0.977
Epoch 985 - T_A:  68.8%, V_A:  68.8%, Validation Loss: 1.666, train_loss : 1.160
Epoch 986 - T_A:  56.2%, V_A:  50.0%, Validation Loss: 1.401, train_loss : 0.950
Epoch 987 - T_A:  75.0%, V_A:  59.4%, Validation Loss: 1.109, train_loss : 0.827
Epoch 988 - T_A:  62.5%, V_A:  53.1%, Validation Loss: 1.978, train_loss : 1.126
Epoch 989 - T_A:  75.0%, V_A:  50.0%, Validation Loss: 1.922, train_loss : 0.533
Epoch 990 - T_A:  62.5%, V_A:  43.8%, Validation Loss: 1.246, train_loss : 1.458
Epoch 991 - T_A:  59.4%, V_A:  40.6%, Validation Loss: 1.123, train_loss : 1.183
Epoch 992 - T_A:  56.2%, V_A:  50.0%, Validation Loss: 2.069, train_loss : 1.065
Epoch 993 - T_A:  65.6%, V_A:  50.0%, Validation Loss: 2.312, train_loss : 0.892
Epoch 994 - T_A:  71.9%, V_A:  56.2%, Validation Loss: 2.097, train_loss : 0.627
Epoch 995 - T_A:  65.6%, V_A:  46.9%, Validation Loss: 1.940, train_loss : 0.904
Epoch 996 - T_A:  65.6%, V_A:  56.2%, Validation Loss: 1.193, train_loss : 0.765
Epoch 997 - T_A:  65.6%, V_A:  50.0%, Validation Loss: 1.300, train_loss : 1.044
Epoch 998 - T_A:  56.2%, V_A:  71.9%, Validation Loss: 1.344, train_loss : 1.054
Epoch 999 - T_A:  50.0%, V_A:  37.5%, Validation Loss: 2.199, train_loss : 1.100
Epoch 1000 - T_A:  65.6%, V_A:  50.0%, Validation Loss: 1.628, train_loss : 1.178
Epoch 1001 - T_A:  50.0%, V_A:  50.0%, Validation Loss: 1.670, train_loss : 1.194
Epoch 1002 - T_A:  62.5%, V_A:  50.0%, Validation Loss: 2.041, train_loss : 0.863
Epoch 1003 - T_A:  68.8%, V_A:  65.6%, Validation Loss: 0.983, train_loss : 0.673
Epoch 1004 - T_A:  65.6%, V_A:  59.4%, Validation Loss: 1.405, train_loss : 1.231
Epoch 1005 - T_A:  71.9%, V_A:  65.6%, Validation Loss: 1.393, train_loss : 0.848
Epoch 1006 - T_A:  62.5%, V_A:  62.5%, Validation Loss: 0.823, train_loss : 0.973
Epoch 1007 - T_A:  71.9%, V_A:  62.5%, Validation Loss: 1.854, train_loss : 0.795
Epoch 1008 - T_A:  62.5%, V_A:  56.2%, Validation Loss: 1.550, train_loss : 0.944
Epoch 1009 - T_A:  68.8%, V_A:  53.1%, Validation Loss: 1.728, train_loss : 1.206
Epoch 1010 - T_A:  56.2%, V_A:  62.5%, Validation Loss: 1.493, train_loss : 0.727
Epoch 1011 - T_A:  65.6%, V_A:  46.9%, Validation Loss: 2.033, train_loss : 1.285
Epoch 1012 - T_A:  81.2%, V_A:  68.8%, Validation Loss: 1.566, train_loss : 0.884
Epoch 1013 - T_A:  56.2%, V_A:  40.6%, Validation Loss: 2.106, train_loss : 0.870
Epoch 1014 - T_A:  56.2%, V_A:  53.1%, Validation Loss: 1.281, train_loss : 1.040
Epoch 1015 - T_A:  78.1%, V_A:  40.6%, Validation Loss: 1.753, train_loss : 1.191
Epoch 1016 - T_A:  65.6%, V_A:  65.6%, Validation Loss: 1.447, train_loss : 0.918
Epoch 1017 - T_A:  75.0%, V_A:  56.2%, Validation Loss: 1.813, train_loss : 0.858
Epoch 1018 - T_A:  65.6%, V_A:  53.1%, Validation Loss: 1.869, train_loss : 1.580
Epoch 1019 - T_A:  56.2%, V_A:  56.2%, Validation Loss: 1.620, train_loss : 1.197
Epoch 1020 - T_A:  59.4%, V_A:  43.8%, Validation Loss: 2.290, train_loss : 1.735
Epoch 1021 - T_A:  75.0%, V_A:  62.5%, Validation Loss: 1.335, train_loss : 1.094
Epoch 1022 - T_A:  65.6%, V_A:  65.6%, Validation Loss: 1.564, train_loss : 0.760
Epoch 1023 - T_A:  65.6%, V_A:  59.4%, Validation Loss: 1.267, train_loss : 0.952
Epoch 1024 - T_A:  65.6%, V_A:  59.4%, Validation Loss: 1.215, train_loss : 1.296
Epoch 1025 - T_A:  62.5%, V_A:  53.1%, Validation Loss: 2.142, train_loss : 0.948
Epoch 1026 - T_A:  68.8%, V_A:  59.4%, Validation Loss: 2.041, train_loss : 0.862
Epoch 1027 - T_A:  65.6%, V_A:  46.9%, Validation Loss: 1.689, train_loss : 1.105
Epoch 1028 - T_A:  78.1%, V_A:  53.1%, Validation Loss: 1.090, train_loss : 0.889
Epoch 1029 - T_A:  62.5%, V_A:  53.1%, Validation Loss: 1.835, train_loss : 0.980
Epoch 1030 - T_A:  68.8%, V_A:  43.8%, Validation Loss: 2.005, train_loss : 1.131
Epoch 1031 - T_A:  59.4%, V_A:  56.2%, Validation Loss: 2.005, train_loss : 1.085
Epoch 1032 - T_A:  68.8%, V_A:  53.1%, Validation Loss: 1.628, train_loss : 1.088
Epoch 1033 - T_A:  59.4%, V_A:  56.2%, Validation Loss: 1.151, train_loss : 1.459
Epoch 1034 - T_A:  68.8%, V_A:  59.4%, Validation Loss: 1.461, train_loss : 0.966
Epoch 1035 - T_A:  65.6%, V_A:  65.6%, Validation Loss: 1.392, train_loss : 1.188
Epoch 1036 - T_A:  46.9%, V_A:  46.9%, Validation Loss: 2.352, train_loss : 1.477
Epoch 1037 - T_A:  68.8%, V_A:  56.2%, Validation Loss: 1.570, train_loss : 0.785
Epoch 1038 - T_A:  53.1%, V_A:  34.4%, Validation Loss: 1.683, train_loss : 1.311
Epoch 1039 - T_A:  59.4%, V_A:  37.5%, Validation Loss: 2.207, train_loss : 1.032
Epoch 1040 - T_A:  59.4%, V_A:  62.5%, Validation Loss: 1.120, train_loss : 0.947
Epoch 1041 - T_A:  68.8%, V_A:  53.1%, Validation Loss: 1.421, train_loss : 0.978
Epoch 1042 - T_A:  81.2%, V_A:  53.1%, Validation Loss: 1.113, train_loss : 0.987
Epoch 1043 - T_A:  59.4%, V_A:  68.8%, Validation Loss: 0.833, train_loss : 0.947
Epoch 1044 - T_A:  78.1%, V_A:  59.4%, Validation Loss: 1.752, train_loss : 0.867
Epoch 1045 - T_A:  71.9%, V_A:  46.9%, Validation Loss: 1.502, train_loss : 0.826
Epoch 1046 - T_A:  84.4%, V_A:  65.6%, Validation Loss: 1.600, train_loss : 1.034
Epoch 1047 - T_A:  68.8%, V_A:  53.1%, Validation Loss: 1.389, train_loss : 1.372
Epoch 1048 - T_A:  78.1%, V_A:  62.5%, Validation Loss: 1.933, train_loss : 0.708
Epoch 1049 - T_A:  68.8%, V_A:  68.8%, Validation Loss: 1.525, train_loss : 1.163
Epoch 1050 - T_A:  71.9%, V_A:  40.6%, Validation Loss: 2.340, train_loss : 0.681
Epoch 1051 - T_A:  62.5%, V_A:  56.2%, Validation Loss: 1.211, train_loss : 1.368
Epoch 1052 - T_A:  53.1%, V_A:  53.1%, Validation Loss: 1.989, train_loss : 0.914
Epoch 1053 - T_A:  62.5%, V_A:  59.4%, Validation Loss: 1.479, train_loss : 0.783
Epoch 1054 - T_A:  62.5%, V_A:  56.2%, Validation Loss: 2.073, train_loss : 1.499
Epoch 1055 - T_A:  75.0%, V_A:  56.2%, Validation Loss: 1.919, train_loss : 0.989
Epoch 1056 - T_A:  53.1%, V_A:  65.6%, Validation Loss: 1.399, train_loss : 1.010
Epoch 1057 - T_A:  62.5%, V_A:  34.4%, Validation Loss: 1.969, train_loss : 1.393
Epoch 1058 - T_A:  75.0%, V_A:  59.4%, Validation Loss: 1.492, train_loss : 0.733
Epoch 1059 - T_A:  68.8%, V_A:  59.4%, Validation Loss: 1.389, train_loss : 0.787
Epoch 1060 - T_A:  68.8%, V_A:  56.2%, Validation Loss: 1.240, train_loss : 0.904
Epoch 1061 - T_A:  71.9%, V_A:  59.4%, Validation Loss: 1.441, train_loss : 0.801
Epoch 1062 - T_A:  81.2%, V_A:  40.6%, Validation Loss: 1.403, train_loss : 0.525
Epoch 1063 - T_A:  71.9%, V_A:  59.4%, Validation Loss: 1.713, train_loss : 0.614
Epoch 1064 - T_A:  75.0%, V_A:  56.2%, Validation Loss: 1.401, train_loss : 0.789
Epoch 1065 - T_A:  65.6%, V_A:  59.4%, Validation Loss: 0.914, train_loss : 0.805
Epoch 1066 - T_A:  62.5%, V_A:  59.4%, Validation Loss: 1.696, train_loss : 0.898
Epoch 1067 - T_A:  71.9%, V_A:  43.8%, Validation Loss: 1.898, train_loss : 0.833
Epoch 1068 - T_A:  71.9%, V_A:  56.2%, Validation Loss: 2.177, train_loss : 1.119
Epoch 1069 - T_A:  53.1%, V_A:  50.0%, Validation Loss: 1.958, train_loss : 1.254
Epoch 1070 - T_A:  62.5%, V_A:  53.1%, Validation Loss: 1.373, train_loss : 1.203
Epoch 1071 - T_A:  81.2%, V_A:  56.2%, Validation Loss: 1.393, train_loss : 0.935
Epoch 1072 - T_A:  68.8%, V_A:  68.8%, Validation Loss: 1.372, train_loss : 0.937
Epoch 1073 - T_A:  59.4%, V_A:  37.5%, Validation Loss: 2.143, train_loss : 1.167
Epoch 1074 - T_A:  78.1%, V_A:  43.8%, Validation Loss: 1.450, train_loss : 1.106
Epoch 1075 - T_A:  62.5%, V_A:  34.4%, Validation Loss: 1.791, train_loss : 1.276
Epoch 1076 - T_A:  59.4%, V_A:  40.6%, Validation Loss: 2.072, train_loss : 0.947
Epoch 1077 - T_A:  78.1%, V_A:  65.6%, Validation Loss: 1.197, train_loss : 0.918
Epoch 1078 - T_A:  87.5%, V_A:  59.4%, Validation Loss: 1.537, train_loss : 0.785
Epoch 1079 - T_A:  84.4%, V_A:  62.5%, Validation Loss: 1.691, train_loss : 0.424
Epoch 1080 - T_A:  65.6%, V_A:  53.1%, Validation Loss: 1.152, train_loss : 0.820
Epoch 1081 - T_A:  59.4%, V_A:  53.1%, Validation Loss: 1.875, train_loss : 1.315
Epoch 1082 - T_A:  68.8%, V_A:  43.8%, Validation Loss: 1.501, train_loss : 0.892
Epoch 1083 - T_A:  62.5%, V_A:  56.2%, Validation Loss: 1.439, train_loss : 1.275
Epoch 1084 - T_A:  78.1%, V_A:  56.2%, Validation Loss: 1.217, train_loss : 0.687
Epoch 1085 - T_A:  71.9%, V_A:  53.1%, Validation Loss: 2.016, train_loss : 0.946
Epoch 1086 - T_A:  75.0%, V_A:  65.6%, Validation Loss: 1.262, train_loss : 0.957
Epoch 1087 - T_A:  81.2%, V_A:  40.6%, Validation Loss: 2.427, train_loss : 1.136

